Rk,Player,PTS/G,G,Season,Age,Team,G_2,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G_2,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,PlayerID
130,Keegan Murray,12.4,76,2024-25,24,SAC,76,76,0,34.3,4.8,10.8,2.8,4.9,2.0,5.9,0.8,0.9,1.9,4.8,6.7,1.4,0.8,0.9,0.8,2.4,12.4,0.444,0.566,0.343,0.833,0.553,0.538,F,murrake02
131,Lonnie Walker IV,12.4,20,2024-25,26,PHI,20,7,0,23.9,4.5,10.6,2.2,4.3,2.3,6.4,1.2,1.5,0.3,2.9,3.2,2.5,0.5,0.3,1.3,1.4,12.4,0.42,0.518,0.354,0.8,0.548,0.526,G,walkelo01
132,Harrison Barnes,12.3,82,2024-25,32,SAS,82,82,0,27.2,4.2,8.3,2.3,3.9,1.9,4.4,2.0,2.4,1.2,2.6,3.8,1.7,0.5,0.2,0.6,0.9,12.3,0.508,0.591,0.433,0.809,0.656,0.622,F,barneha02
133,Bilal Coulibaly,12.3,59,2024-25,20,WAS,59,59,0,33.0,4.5,10.6,3.4,6.8,1.1,3.8,2.3,3.1,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,0.421,0.5,0.281,0.746,0.515,0.472,F,coulibi01
134,Ayo Dosunmu,12.3,46,2024-25,25,CHI,46,26,0,30.3,4.8,9.8,3.5,5.7,1.3,4.1,1.3,1.7,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,0.492,0.612,0.328,0.785,0.585,0.561,G,dosunay01
135,Daniel Gafford,12.3,57,2024-25,26,DAL,57,31,0,21.5,5.0,7.1,5.0,7.1,0.0,0.0,2.4,3.4,2.7,4.1,6.8,1.4,0.4,1.8,1.2,2.7,12.3,0.702,0.702,0.0,0.689,0.716,0.702,C-F,gaffoda01
136,Jabari Smith Jr.,12.2,57,2024-25,21,HOU,57,39,0,30.1,4.4,9.9,2.6,5.1,1.7,4.9,1.8,2.2,1.8,5.2,7.0,1.1,0.4,0.7,1.1,2.2,12.2,0.438,0.519,0.354,0.825,0.562,0.525,F,smithja05
137,Jaden McDaniels,12.2,82,2024-25,24,MIN,82,82,0,31.9,4.9,10.2,3.6,6.5,1.2,3.7,1.3,1.6,1.6,4.2,5.7,2.0,1.3,0.9,1.2,2.7,12.2,0.477,0.561,0.33,0.813,0.562,0.537,F,mcdanja02
138,Caris LeVert,12.1,64,2024-25,30,CLE,64,3,0,24.9,4.4,9.4,2.7,4.9,1.7,4.4,1.7,2.4,0.6,2.5,3.2,3.4,0.9,0.5,1.2,1.5,12.1,0.467,0.552,0.373,0.71,0.582,0.556,G-F,leverca01
139,Tari Eason,12.0,57,2024-25,23,HOU,57,16,0,24.9,4.8,9.8,3.7,6.6,1.1,3.2,1.4,1.8,2.2,4.1,6.4,1.5,1.7,0.9,1.1,2.4,12.0,0.487,0.557,0.342,0.76,0.567,0.543,F,easonta01
140,Rudy Gobert,12.0,72,2024-25,32,MIN,72,72,0,33.2,4.7,7.1,4.7,7.1,0.0,0.0,2.6,3.8,3.7,7.2,10.9,1.8,0.8,1.4,1.2,2.5,12.0,0.669,0.669,0.0,0.674,0.687,0.669,C,goberru01
141,Aaron Wiggins,12.0,76,2024-25,26,OKC,76,26,0,22.9,4.7,9.6,3.0,5.1,1.7,4.5,1.0,1.2,1.1,2.8,3.9,1.8,0.8,0.2,0.9,1.3,12.0,0.488,0.578,0.383,0.831,0.596,0.577,G,wiggiaa01
142,Aaron Nesmith,12.0,45,2024-25,25,IND,45,37,0,25.0,4.3,8.4,2.4,4.1,1.9,4.3,1.6,1.8,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,12.0,0.507,0.587,0.431,0.913,0.653,0.617,G-F,nesmiaa01
143,Khris Middleton,11.9,37,2024-25,33,WAS,37,21,0,22.8,4.3,9.1,3.0,5.5,1.3,3.6,1.9,2.3,0.4,3.4,3.7,4.1,0.9,0.2,1.5,2.0,11.9,0.475,0.549,0.361,0.857,0.588,0.546,F-G,middlkh01
144,Jalen Duren,11.8,78,2024-25,21,DET,78,78,0,26.1,4.8,7.0,4.8,7.0,0.0,0.0,2.1,3.1,3.6,6.8,10.3,2.7,0.7,1.1,1.7,3.2,11.8,0.692,0.692,0.0,0.669,0.703,0.692,C,durenja01
145,Brandin Podziemski,11.7,64,2024-25,21,GSW,64,33,0,26.8,4.4,9.8,2.6,5.0,1.8,4.8,1.1,1.5,1.0,4.1,5.1,3.4,1.1,0.2,1.2,1.5,11.7,0.445,0.516,0.372,0.758,0.557,0.537,G,podzibr01
146,Donte DiVincenzo,11.7,62,2024-25,28,MIN,62,10,0,25.9,4.0,9.6,1.2,2.5,2.8,7.1,0.8,1.0,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,11.7,0.422,0.49,0.397,0.778,0.582,0.568,G,divindo01
147,Corey Kispert,11.6,61,2024-25,25,WAS,61,0,0,26.3,4.2,9.3,2.2,3.9,2.0,5.4,1.2,1.4,0.6,2.4,3.0,1.7,0.4,0.2,1.0,1.6,11.6,0.451,0.574,0.364,0.852,0.584,0.558,G-F,kispeco01
148,Jeremy Sochan,11.4,54,2024-25,21,SAS,54,23,0,25.3,4.6,8.7,4.1,7.0,0.5,1.7,1.6,2.3,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4,0.535,0.59,0.308,0.696,0.589,0.565,F-G,sochaje01
149,Toumani Camara,11.3,78,2024-25,24,POR,78,78,0,32.7,4.2,9.2,2.5,4.6,1.7,4.6,1.2,1.6,2.2,3.6,5.8,2.2,1.5,0.6,1.4,2.9,11.3,0.458,0.542,0.375,0.722,0.572,0.552,F,camarto01
150,Isaiah Hartenstein,11.2,57,2024-25,26,OKC,57,53,0,27.9,4.9,8.4,4.9,8.1,0.0,0.3,1.4,2.1,2.9,7.9,10.7,3.8,0.8,1.1,1.7,3.0,11.2,0.581,0.605,0.0,0.675,0.599,0.581,F,harteis01
151,Gary Trent Jr.,11.1,74,2024-25,26,MIL,74,9,0,25.6,3.8,8.9,1.4,3.0,2.4,5.9,1.1,1.2,0.3,2.0,2.3,1.2,1.0,0.1,0.6,1.7,11.1,0.431,0.46,0.416,0.848,0.591,0.568,G,trentga02
152,Buddy Hield,11.1,82,2024-25,32,GSW,82,22,0,22.7,4.0,9.6,1.5,2.9,2.5,6.7,0.6,0.8,0.6,2.6,3.2,1.6,0.8,0.3,1.1,1.6,11.1,0.417,0.527,0.37,0.828,0.56,0.546,G-F,hieldbu01
153,Jrue Holiday,11.1,62,2024-25,34,BOS,62,62,0,30.6,4.1,9.2,2.4,4.3,1.7,4.9,1.1,1.2,1.2,3.0,4.3,3.9,1.1,0.4,1.2,1.6,11.1,0.443,0.547,0.353,0.909,0.565,0.538,G,holidjr01
154,Walker Kessler,11.1,58,2024-25,23,UTA,58,58,0,30.0,4.8,7.2,4.7,6.6,0.1,0.6,1.4,2.6,4.6,7.6,12.2,1.7,0.6,2.4,1.5,2.2,11.1,0.663,0.706,0.176,0.52,0.66,0.671,C,kesslwa01
155,Duncan Robinson,11.0,74,2024-25,30,MIA,74,37,0,24.1,3.9,9.0,1.4,2.4,2.6,6.5,0.6,0.7,0.2,2.0,2.3,2.4,0.5,0.1,1.2,1.8,11.0,0.437,0.556,0.393,0.887,0.595,0.581,G-F,robindu01
156,Spencer Dinwiddie,11.0,79,2024-25,31,DAL,79,30,0,27.0,3.6,8.6,2.2,4.5,1.4,4.1,2.5,3.1,0.2,2.4,2.6,4.4,0.9,0.2,1.3,1.5,11.0,0.416,0.492,0.334,0.802,0.553,0.496,G,dinwisp01
157,Guerschon Yabusele,11.0,70,2024-25,29,PHI,70,43,0,27.1,4.0,8.0,2.5,4.1,1.5,3.9,1.4,2.0,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11.0,0.501,0.616,0.38,0.725,0.616,0.593,F-C,yabusgu01
158,Tim Hardaway Jr.,11.0,77,2024-25,32,DET,77,77,0,28.0,3.6,8.8,1.4,2.9,2.2,5.9,1.6,1.9,0.2,2.1,2.4,1.6,0.5,0.1,0.6,1.2,11.0,0.406,0.484,0.368,0.855,0.567,0.529,G,hardati02
159,Brice Sensabaugh,10.9,71,2024-25,21,UTA,71,15,0,20.2,3.9,8.4,1.7,3.2,2.2,5.2,0.9,1.0,0.6,2.4,3.0,1.5,0.6,0.1,1.5,1.6,10.9,0.459,0.52,0.422,0.89,0.612,0.59,F,sensabr01
160,Bogdan Bogdanović,10.8,54,2024-25,32,LAC,54,4,0,25.0,3.9,9.1,1.9,3.8,1.9,5.4,1.1,1.2,0.4,2.5,2.9,2.7,0.8,0.2,1.4,2.4,10.8,0.427,0.517,0.363,0.879,0.559,0.534,G,bogdabo01
161,Jordan Hawkins,10.8,56,2024-25,22,NOP,56,9,0,23.6,3.7,9.9,1.7,4.0,2.0,5.9,1.4,1.8,0.4,2.4,2.8,1.2,0.5,0.4,1.0,0.9,10.8,0.372,0.433,0.331,0.816,0.504,0.471,G,hawkijo01
162,Nikola Jović,10.7,46,2024-25,21,MIA,46,10,0,25.1,3.7,8.2,2.0,3.6,1.7,4.6,1.6,1.9,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,0.456,0.563,0.371,0.828,0.595,0.56,G-F,jovicni01
163,Brandon Boston Jr.,10.7,42,2024-25,23,NOP,42,10,0,23.6,4.0,9.1,2.8,5.7,1.2,3.3,1.6,2.0,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,0.436,0.485,0.35,0.788,0.535,0.5,G-F,bostobr01
164,Grayson Allen,10.6,64,2024-25,29,PHO,64,7,0,24.1,3.4,7.6,1.1,2.2,2.3,5.5,1.5,1.8,0.5,2.5,3.0,2.1,0.8,0.3,1.2,1.5,10.6,0.448,0.504,0.426,0.816,0.631,0.6,G,allengr01
165,Keon Johnson,10.6,79,2024-25,22,BRK,79,56,0,24.4,3.8,9.9,2.2,4.8,1.6,5.1,1.4,1.8,0.8,3.0,3.8,2.2,1.0,0.4,1.5,2.6,10.6,0.389,0.468,0.314,0.77,0.499,0.47,G,johnske07
166,Terry Rozier,10.6,64,2024-25,30,MIA,64,23,0,25.9,3.9,9.9,2.5,5.1,1.4,4.8,1.4,1.7,0.7,3.0,3.7,2.6,0.6,0.2,1.2,1.1,10.6,0.391,0.48,0.295,0.852,0.497,0.462,G,roziete01
167,Obi Toppin,10.5,79,2024-25,26,IND,79,4,0,19.6,4.0,7.6,2.6,3.8,1.4,3.8,1.1,1.4,0.7,3.3,4.0,1.6,0.6,0.4,0.9,1.4,10.5,0.529,0.695,0.365,0.781,0.642,0.621,F,toppiob01
168,Ochai Agbaji,10.4,64,2024-25,24,TOR,64,45,0,27.2,4.2,8.3,2.6,4.4,1.6,4.0,0.5,0.8,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,10.4,0.498,0.587,0.399,0.708,0.601,0.593,G,agbajoc01
169,Jaylen Wells,10.4,79,2024-25,21,MEM,79,74,0,25.9,3.6,8.6,1.9,3.6,1.7,5.0,1.4,1.7,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,10.4,0.425,0.525,0.352,0.822,0.56,0.527,F,wellsja01
170,Jonas Valančiūnas,10.4,81,2024-25,32,WAS,81,21,0,18.8,4.3,7.7,4.2,7.3,0.1,0.5,1.8,2.0,2.3,5.4,7.7,2.0,0.5,0.6,1.5,2.2,10.4,0.55,0.571,0.216,0.879,0.602,0.557,C,valanjo01
171,Nic Claxton,10.3,70,2024-25,25,BRK,70,62,0,26.9,4.6,8.1,4.5,7.8,0.1,0.3,1.1,2.2,2.2,5.1,7.4,2.2,0.9,1.4,1.2,2.1,10.3,0.563,0.576,0.238,0.513,0.569,0.568,C,claxtni01
172,Jose Alvarado,10.3,56,2024-25,26,NOP,56,23,0,24.4,3.6,9.3,1.7,3.8,2.0,5.5,1.1,1.3,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.6,10.3,0.392,0.439,0.359,0.811,0.523,0.498,G,alvarjo01
173,Kevin Porter Jr.,10.3,75,2024-25,24,MIL,75,4,0,19.8,3.9,8.7,3.2,6.3,0.7,2.4,1.7,2.3,0.6,3.1,3.7,3.4,1.1,0.2,1.8,1.6,10.3,0.449,0.501,0.311,0.769,0.531,0.492,G,porteke02
174,Herbert Jones,10.3,20,2024-25,26,NOP,20,20,0,32.4,3.8,8.6,2.7,5.0,1.1,3.6,1.7,2.0,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,0.436,0.53,0.306,0.825,0.541,0.5,F,joneshe01
175,Tyus Jones,10.2,81,2024-25,28,PHO,81,58,0,26.8,3.8,8.4,1.7,3.5,2.0,5.0,0.6,0.7,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,10.2,0.448,0.496,0.414,0.895,0.585,0.57,G,jonesty01
176,Trendon Watford,10.2,44,2024-25,24,BRK,44,6,0,20.8,3.7,8.0,3.1,6.0,0.7,2.0,2.1,2.8,0.8,2.8,3.6,2.6,0.6,0.3,1.9,2.2,10.2,0.469,0.515,0.33,0.762,0.557,0.51,F,watfotr01
177,Isaiah Joe,10.2,74,2024-25,25,OKC,74,16,0,21.7,3.5,7.9,0.9,1.6,2.6,6.3,0.6,0.8,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,0.44,0.549,0.412,0.821,0.617,0.604,G,joeis01
178,Derrick Jones Jr.,10.1,77,2024-25,27,LAC,77,55,0,24.3,4.0,7.6,3.0,4.8,1.0,2.8,1.1,1.5,1.2,2.2,3.4,0.8,1.0,0.4,0.9,2.0,10.1,0.526,0.627,0.356,0.703,0.609,0.593,F,jonesde02
179,Luguentz Dort,10.1,71,2024-25,25,OKC,71,71,0,29.2,3.6,8.4,1.2,2.5,2.4,5.8,0.5,0.6,1.3,2.9,4.1,1.6,1.1,0.5,0.7,2.9,10.1,0.435,0.489,0.412,0.717,0.586,0.578,G,dortlu01
180,Justin Edwards,10.1,44,2024-25,21,PHI,44,26,0,26.3,3.9,8.6,2.3,4.3,1.6,4.3,0.7,1.0,1.0,2.3,3.4,1.6,1.0,0.4,1.1,2.2,10.1,0.455,0.548,0.363,0.696,0.559,0.546,G,edwarju01
181,Ausar Thompson,10.1,59,2024-25,22,DET,59,48,0,22.5,4.2,7.8,4.0,7.0,0.2,0.8,1.5,2.4,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,10.1,0.535,0.572,0.224,0.641,0.568,0.547,G,thompau01
182,Andrew Nembhard,10.0,65,2024-25,25,IND,65,65,0,28.9,3.8,8.3,3.0,5.6,0.8,2.7,1.7,2.1,0.5,2.8,3.3,5.0,1.2,0.2,1.7,2.3,10.0,0.458,0.538,0.291,0.794,0.545,0.506,G,nembhan01
183,Chris Boucher,10.0,50,2024-25,32,TOR,50,0,0,17.2,3.6,7.4,2.2,3.5,1.4,3.9,1.4,1.7,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,0.492,0.633,0.363,0.782,0.615,0.586,F,bouchch01
184,Ziaire Williams,10.0,63,2024-25,23,BRK,63,45,0,24.5,3.4,8.3,1.8,3.5,1.6,4.8,1.6,2.0,1.0,3.6,4.6,1.3,1.0,0.4,1.1,2.4,10.0,0.412,0.509,0.341,0.821,0.55,0.511,F,willizi02
185,Julian Champagnie,9.9,82,2024-25,23,SAS,82,29,0,23.6,3.4,8.1,1.2,2.3,2.2,5.9,1.0,1.1,0.8,3.1,3.9,1.4,0.7,0.4,0.9,1.4,9.9,0.415,0.53,0.371,0.904,0.577,0.549,F,champju02
186,Georges Niang,9.9,79,2024-25,31,CLE,79,3,0,21.5,3.6,7.8,1.5,2.7,2.1,5.2,0.6,0.7,0.6,2.8,3.4,1.4,0.4,0.2,1.0,2.5,9.9,0.461,0.569,0.406,0.793,0.607,0.595,F,niangge01
187,Kevin Huerter,9.9,69,2024-25,26,SAC,69,31,0,24.3,3.7,8.8,1.8,3.1,1.9,5.7,0.5,0.7,0.4,2.5,3.0,2.3,1.0,0.3,1.0,1.8,9.9,0.425,0.587,0.338,0.714,0.544,0.535,G,huertke01
188,Scotty Pippen Jr.,9.9,79,2024-25,24,MEM,79,21,0,21.3,3.6,7.5,2.5,4.7,1.1,2.8,1.5,2.2,0.8,2.5,3.3,4.4,1.3,0.4,1.7,2.6,9.9,0.48,0.528,0.397,0.713,0.582,0.553,G,pippesc02
189,Nick Smith Jr.,9.9,60,2024-25,20,CHO,60,27,0,22.8,3.7,9.5,2.0,4.4,1.7,5.1,0.7,0.8,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9,0.391,0.45,0.34,0.935,0.502,0.482,G,smithni01
190,Bub Carrington,9.8,82,2024-25,19,WAS,82,57,0,30.0,3.7,9.1,2.0,4.2,1.7,5.0,0.8,1.0,0.4,3.8,4.2,4.4,0.7,0.3,1.7,2.3,9.8,0.401,0.475,0.339,0.812,0.514,0.493,G,carrica01
191,Moses Moody,9.8,74,2024-25,22,GSW,74,34,0,22.3,3.3,7.7,1.6,3.1,1.7,4.6,1.4,1.8,0.7,1.9,2.6,1.3,0.8,0.4,0.7,1.6,9.8,0.433,0.519,0.374,0.797,0.578,0.544,G,moodymo01
192,Amir Coffey,9.7,72,2024-25,27,LAC,72,13,0,24.3,3.3,7.1,1.9,3.7,1.4,3.4,1.6,1.8,0.4,1.8,2.2,1.1,0.6,0.1,0.6,1.7,9.7,0.471,0.529,0.409,0.891,0.614,0.57,G,coffeam01
193,Max Christie,9.6,78,2024-25,21,LAL,78,36,0,27.3,3.2,7.6,1.8,3.5,1.5,4.0,1.7,1.9,0.5,2.8,3.3,1.9,0.8,0.4,1.1,1.5,9.6,0.427,0.496,0.366,0.855,0.57,0.525,G,chrisma02
194,Kyle Filipowski,9.6,72,2024-25,21,UTA,72,27,0,21.1,3.6,7.2,2.5,4.1,1.1,3.1,1.3,2.0,1.6,4.6,6.1,1.9,0.7,0.3,1.4,2.4,9.6,0.502,0.614,0.35,0.65,0.594,0.576,F-C,filipky01
195,Miles McBride,9.5,64,2024-25,24,NYK,64,10,0,24.9,3.5,8.5,1.7,3.7,1.8,4.9,0.8,1.0,0.7,1.8,2.5,2.9,1.0,0.3,0.6,1.7,9.5,0.406,0.455,0.369,0.813,0.531,0.511,G,mcbrimi01
196,Tosan Evbuomwan,9.5,28,2024-25,23,BRK,28,0,0,23.8,3.4,7.9,2.5,5.1,0.9,2.8,2.0,2.6,1.1,3.1,4.3,2.0,0.9,0.4,1.4,2.0,9.5,0.427,0.49,0.312,0.753,0.53,0.482,F,evbuoto01
197,Jalen Wilson,9.5,79,2024-25,24,BRK,79,22,0,25.7,3.1,7.8,1.6,3.3,1.5,4.6,1.7,2.1,0.9,2.5,3.4,1.8,0.5,0.1,1.0,2.1,9.5,0.397,0.481,0.337,0.818,0.541,0.495,F,wilsoja03
198,Anthony Black,9.4,78,2024-25,21,ORL,78,10,0,24.2,3.4,7.9,2.6,5.4,0.8,2.5,1.9,2.5,0.7,2.3,2.9,3.1,1.1,0.6,1.8,2.1,9.4,0.423,0.471,0.318,0.761,0.521,0.473,G,blackan01
199,Tristan Vukcevic,9.4,35,2024-25,21,WAS,35,1,0,14.7,3.4,6.9,2.3,4.0,1.1,2.9,1.5,1.9,0.7,3.0,3.7,1.1,0.3,0.7,1.2,1.6,9.4,0.496,0.586,0.373,0.776,0.608,0.574,F-C,vukcetr01
200,Nickeil Alexander-Walker,9.4,82,2024-25,26,MIN,82,10,0,25.3,3.3,7.5,1.6,3.0,1.7,4.5,1.1,1.4,0.7,2.6,3.2,2.7,0.6,0.4,1.2,1.7,9.4,0.438,0.524,0.381,0.78,0.579,0.553,G,alexani01
201,Max Strus,9.4,50,2024-25,28,CLE,50,37,0,25.5,3.3,7.5,1.0,1.6,2.3,5.9,0.6,0.7,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,9.4,0.442,0.65,0.386,0.824,0.607,0.594,G,strusma01
202,Cole Anthony,9.4,67,2024-25,24,ORL,67,22,0,18.4,3.4,8.1,2.3,4.9,1.1,3.3,1.4,1.7,0.7,2.4,3.0,2.9,0.7,0.5,1.5,2.3,9.4,0.424,0.471,0.353,0.823,0.531,0.494,G,anthoco01
203,Cam Whitmore,9.4,51,2024-25,20,HOU,51,3,0,16.2,3.5,7.9,2.2,4.3,1.3,3.6,1.1,1.4,0.7,2.3,3.0,1.0,0.6,0.3,0.9,0.9,9.4,0.444,0.518,0.355,0.75,0.549,0.525,F,whitmca01
204,Kel'el Ware,9.3,64,2024-25,20,MIA,64,36,0,22.2,4.0,7.3,3.5,5.5,0.5,1.7,0.7,1.0,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.3,0.554,0.629,0.315,0.687,0.603,0.592,C,wareke01
205,Nick Richards,9.3,57,2024-25,27,PHO,57,43,0,22.0,3.6,6.1,3.6,6.1,0.0,0.0,2.1,2.8,2.6,5.6,8.2,0.9,0.2,1.0,1.4,2.5,9.3,0.591,0.594,0.0,0.744,0.634,0.591,F-C,richani01
206,Zach Edey,9.2,66,2024-25,22,MEM,66,55,0,21.5,3.8,6.6,3.5,5.8,0.3,0.8,1.4,1.9,3.5,4.8,8.3,1.0,0.5,1.3,1.3,2.8,9.2,0.58,0.612,0.346,0.709,0.624,0.6,C,edeyza01
207,Noah Clowney,9.1,46,2024-25,20,BRK,46,20,0,22.7,2.9,8.1,1.0,2.4,1.9,5.7,1.5,1.7,0.9,3.0,3.9,0.9,0.5,0.5,1.0,2.3,9.1,0.358,0.414,0.333,0.838,0.516,0.474,F,clownno01
208,T.J. McConnell,9.1,79,2024-25,32,IND,79,1,0,17.9,4.1,7.9,3.9,7.3,0.2,0.6,0.7,1.0,0.6,1.9,2.4,4.4,1.1,0.3,1.4,1.0,9.1,0.519,0.537,0.306,0.74,0.547,0.531,G,mccontj01
209,Yves Missi,9.1,73,2024-25,20,NOP,73,67,0,26.8,3.7,6.7,3.7,6.7,0.0,0.0,1.7,2.8,3.5,4.7,8.2,1.4,0.5,1.3,1.1,2.0,9.1,0.547,0.548,0.0,0.623,0.572,0.547,C,missiyv01
210,Wendell Carter Jr.,9.1,68,2024-25,25,ORL,68,51,0,25.9,3.3,7.2,2.8,4.9,0.5,2.3,1.9,2.6,2.2,5.0,7.2,2.0,0.8,0.6,1.1,2.9,9.1,0.46,0.568,0.234,0.737,0.544,0.498,C,cartewe01
211,A.J. Lawson,9.1,26,2024-25,24,TOR,26,2,0,18.7,3.1,7.3,1.8,3.4,1.3,3.9,1.7,2.4,0.8,2.5,3.3,1.2,0.5,0.2,0.6,1.7,9.1,0.421,0.528,0.327,0.683,0.542,0.508,G,lawsoaj01
212,Royce O'Neale,9.1,75,2024-25,31,PHO,75,22,0,24.5,3.2,7.6,0.8,1.7,2.4,5.9,0.3,0.3,0.7,3.9,4.7,2.2,0.9,0.5,0.9,2.0,9.1,0.423,0.481,0.406,0.731,0.585,0.58,F,onealro01
213,Dalton Knecht,9.1,78,2024-25,23,LAL,78,16,0,19.2,3.3,7.1,1.7,2.8,1.6,4.4,0.8,1.1,0.5,2.3,2.8,0.8,0.3,0.1,0.5,1.2,9.1,0.461,0.594,0.376,0.762,0.594,0.576,G,knechda01
214,Julian Strawther,9.0,65,2024-25,22,DEN,65,4,0,21.3,3.2,7.5,1.8,3.3,1.4,4.1,1.1,1.4,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.3,9.0,0.432,0.535,0.349,0.822,0.559,0.529,F,strawju01
215,Jared Butler,9.0,60,2024-25,24,WAS,60,17,0,17.4,3.4,7.6,2.4,4.7,1.0,2.8,1.3,1.5,0.4,1.4,1.8,3.7,0.7,0.2,1.3,1.6,9.0,0.448,0.504,0.355,0.824,0.549,0.514,G,butleja02
216,Draymond Green,9.0,68,2024-25,34,GSW,68,66,0,29.2,3.2,7.5,2.0,3.9,1.2,3.6,1.5,2.2,1.1,5.0,6.1,5.6,1.5,1.0,2.6,3.2,9.0,0.424,0.517,0.325,0.687,0.534,0.503,F,greendr01
217,Patrick Williams,9.0,63,2024-25,23,CHI,63,36,0,25.0,3.3,8.2,1.7,3.9,1.5,4.3,1.0,1.3,0.7,3.1,3.8,2.0,0.8,0.5,1.4,1.4,9.0,0.397,0.447,0.353,0.723,0.512,0.49,F,willipa01
218,Marcus Smart,9.0,34,2024-25,30,WAS,34,7,0,20.0,3.0,7.6,1.5,3.4,1.4,4.1,1.6,2.1,0.5,1.6,2.1,3.2,1.1,0.3,1.6,1.6,9.0,0.393,0.448,0.348,0.761,0.529,0.488,G,smartma01
219,Al Horford,9.0,60,2024-25,38,BOS,60,42,0,27.7,3.3,7.7,1.4,2.5,1.9,5.2,0.6,0.6,1.3,4.8,6.2,2.1,0.6,0.9,0.8,1.4,9.0,0.423,0.551,0.363,0.895,0.563,0.547,C-F,horfoal01
220,Johnny Juzang,8.9,64,2024-25,23,UTA,64,18,0,19.8,3.2,7.4,1.3,2.5,1.8,4.9,0.7,0.8,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2.0,8.9,0.429,0.534,0.376,0.849,0.573,0.554,G,juzanjo01
221,Jusuf Nurkić,8.9,51,2024-25,30,PHO,51,32,0,20.8,3.3,6.9,2.7,4.8,0.6,2.1,1.7,2.5,1.7,6.1,7.8,2.3,0.8,0.7,1.9,2.5,8.9,0.477,0.551,0.305,0.664,0.555,0.523,C,nurkiju01
222,Clint Capela,8.9,55,2024-25,30,ATL,55,41,0,21.4,4.0,7.1,4.0,7.1,0.0,0.0,0.9,1.8,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9,8.9,0.559,0.56,0.0,0.536,0.564,0.559,C,capelca01
223,Luke Kennard,8.9,65,2024-25,28,MEM,65,11,0,22.6,3.2,6.6,1.4,2.6,1.7,4.0,0.8,0.9,0.6,2.2,2.8,3.3,0.8,0.1,1.1,0.9,8.9,0.478,0.547,0.433,0.895,0.631,0.609,G,kennalu01
224,Chris Paul,8.8,82,2024-25,39,SAS,82,82,0,28.0,3.0,7.1,1.3,2.6,1.7,4.5,1.0,1.1,0.4,3.2,3.6,7.4,1.3,0.3,1.6,1.8,8.8,0.427,0.514,0.377,0.924,0.58,0.547,G,paulch01
225,Svi Mykhailiuk,8.8,38,2024-25,27,UTA,38,13,0,20.0,3.1,7.9,1.3,2.6,1.8,5.3,0.7,0.9,0.6,1.8,2.4,2.0,0.5,0.2,1.4,1.1,8.8,0.391,0.485,0.345,0.8,0.526,0.507,G-F,mykhasv01
226,Justin Champagnie,8.8,62,2024-25,23,WAS,62,31,0,21.6,3.4,6.6,2.2,3.5,1.2,3.1,0.8,1.2,1.8,3.9,5.7,1.0,1.0,0.6,0.9,1.8,8.8,0.511,0.624,0.383,0.685,0.614,0.601,F,champju01
227,Kentavious Caldwell-Pope,8.7,77,2024-25,31,ORL,77,77,0,29.6,3.1,7.1,1.6,2.8,1.5,4.3,1.1,1.2,0.4,1.8,2.2,1.8,1.3,0.4,0.8,1.8,8.7,0.439,0.589,0.342,0.863,0.574,0.543,G,caldwke01
228,Kelly Olynyk,8.7,44,2024-25,33,TOR,44,22,0,20.3,3.0,6.1,2.3,4.3,0.8,1.8,1.9,2.5,1.4,3.3,4.7,2.9,0.8,0.4,1.7,2.8,8.7,0.5,0.534,0.418,0.769,0.609,0.562,C-F,olynyke01
229,Dereck Lively II,8.7,36,2024-25,20,DAL,36,29,0,23.1,3.7,5.3,3.7,5.3,0.0,0.0,1.3,2.0,2.9,4.6,7.5,2.4,0.6,1.6,1.1,2.8,8.7,0.702,0.702,0.0,0.63,0.704,0.702,C,livelde01
